Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20150812X10354 | Accident | ERA15FA308 | 08/12/2015 | Weirsdale, FL | United States | 28.969445 | -81.891666 | 97FL | Love's Landing | Fatal(2) | Destroyed | Airplane | N390Z | BEECH | N35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | TAKEOFF | Preliminary | 08/24/2015 | 
20150824X65055 | Accident | CEN15LA377 | 08/12/2015 | Sac City, IA | United States |  |  |  |  | Non-Fatal | Substantial | Airplane | N311AL | GRUMMAN | G 164B | No |  |  | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Preliminary | 08/26/2015 | 
20150812X65808 | Accident | CEN15CA356 | 08/12/2015 | Pearland, TX | United States |  |  |  |  |  |  |  | N95592 | TAYLORCRAFT | BC12-D |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150813X51024 | Accident | GAA15CA223 | 08/11/2015 | Driggs, ID | United States | 43.745555 | -111.093611 | DIJ | DRIGGS-REED MEMORIAL | Non-Fatal | Substantial | Airplane | N2369D | CESSNA | 170B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 1 | VMC | LANDING | Factual | 09/09/2015 | 
20150812X10003 | Accident | GAA15CA221 | 08/11/2015 | Clanton, AL | United States | 32.851111 | -86.608056 | 02A | CHILTON COUNTY | Non-Fatal | Substantial | Helicopter | N74823 | BELL | 47D1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual | 09/04/2015 | 
20150817X70324 | Accident | CEN15LA361 | 08/11/2015 | Brookfield, MO | United States | 39.771389 | -93.012778 |  |  | Non-Fatal | Substantial | Airplane | N8896U | CESSNA | 150M |  | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Preliminary | 08/18/2015 | 
20150812X42615 | Accident | GAA15CA222 | 08/10/2015 | Emily, MN | United States |  |  |  |  |  |  |  | N23DE | CESSNA | A185F |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150810X41830 | Accident | ERA15LA306 | 08/10/2015 | Brooksville, FL | United States | 28.473611 | -82.455556 | BKV | BROOKSVILLE-TAMPA BAY RGNL | Non-Fatal | Destroyed | Airplane | N9288 | WRIGHT DANIEL J | VP-1 | Yes | 1 |  | Part 91: General Aviation |  | Flight Test |  |  | 1 |  |  | VMC | TAKEOFF | Preliminary | 08/26/2015 | 
20150810X33043 | Accident | ERA15FA299 | 08/10/2015 | Marathon, FL | United States | 24.730000 | -81.076667 | MTH | THE FLORIDA KEYS MARATHON | Fatal(1) | Substantial | Airplane | N54380 | PIPER | PA-28R-200 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | TAKEOFF | Preliminary | 08/13/2015 | 
20150812X54001 | Accident | CEN15CA353 | 08/10/2015 | Tyler, TX | United States | 32.239722 | -95.181945 |  | N/A | Non-Fatal | Substantial | Airplane | N6356Z | RATTE JAMES | AVENTURA II | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | LANDING | Probable Cause | 09/11/2015 | 
20150809X71758 | Accident | WPR15FA238 | 08/09/2015 | Compton, CA | United States | 33.889444 | -118.245555 | CPM | COMPTON/WOODLEY | Fatal(1) | Destroyed | Airplane | N6090U | AVIAT INC | A 1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Banner Tow |  | 1 |  |  |  | VMC | TAKEOFF | Preliminary | 08/14/2015 | 
20150813X21754 | Accident | ERA15WA309 | 08/09/2015 | Bajo Baudo, Colombia | Colombia | 4.960278 | -77.363056 |  | Pizarro Airport | Fatal(3) | Destroyed | Airplane |  | CESSNA | 172N | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 3 |  |  |  | VMC |  | Foreign |  | 
20150810X43046 | Accident | ERA15LA301 | 08/09/2015 | Kissimmee, FL | United States | 28.000000 | 81.000000 | ISM | Kissimmee Gateway | Non-Fatal | Substantial | Airplane | N8370X | CESSNA | 172C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Preliminary | 08/12/2015 | 
20150812X42322 | Accident | CEN15WA352 | 08/09/2015 | Akureyri, Iceland | Iceland | 65.863611 | -18.936389 |  | N/A | Fatal(1) | Substantial | Airplane | N610LC | DEHAVILLAND | DHC 2 |  | 1 | Reciprocating | Non-U.S., Non-Commercial |  |  |  | 1 | 1 |  |  |  | MANEUVERING | Foreign |  | 
20150812X60630 | Accident | CEN15LA354 | 08/09/2015 | Clovis, NM | United States | 34.426667 | -103.077500 | CVN | Clovis Municipal Airport | Non-Fatal | Substantial | Airplane | N726JB | CESSNA | C421B | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Preliminary | 08/19/2015 | 
20150810X41844 | Accident | CEN15LA344 | 08/09/2015 | Humboldt, IA | United States | 42.754722 | -94.198611 |  | N/A | Fatal(1) | Substantial | Helicopter | N315LK | ERICKSON LARRY D | RAF 2000 GT | Yes |  |  | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  | VMC | MANEUVERING | Preliminary | 08/18/2015 | 
20150811X02029 | Accident | CEN15FA347 | 08/09/2015 | Harrisburg, IL | United States | 37.565556 | -88.643333 |  | N/A | Fatal(2) | Substantial | Airplane | N9684U | GRUMMAN AMERICAN AVN. CORP. | AA 5A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | UNKNOWN | Preliminary | 08/20/2015 | 
20150810X05447 | Accident | CEN15FA342 | 08/09/2015 | Harbor Springs, MI | United States | 45.424445 | -84.899444 | MGN | HARBOR SPRINGS | Fatal(1) | Substantial | Airplane | N43829 | PIPER | PA 32R-300 | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Preliminary | 08/17/2015 | 
20150810X54634 | Accident | GAA15CA218 | 08/08/2015 | Haddam, CT | United States |  |  |  |  |  |  |  | N5749C | CESSNA | 170A |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150810X15430 | Accident | ERA15WA305 | 08/08/2015 | VEREDA GUARIGUA CAJICA, Colombia | Colombia | 4.928611 | -74.041944 |  | N/A | Fatal(3) | Substantial | Airplane |  | CESSNA | 402B | No | 2 | Reciprocating | Non-U.S., Non-Commercial |  | Instructional |  | 3 |  |  |  | VMC | MANEUVERING | Foreign |  | 
20150810X83147 | Accident | ERA15WA303B | 08/08/2015 | Istra, Russia | Russia |  |  |  | N/A | Fatal(9) | Destroyed | Helicopter |  | ROBINSON | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 9 |  |  |  |  | MANEUVERING | Foreign |  | 
20150810X83147 | Accident | ERA15WA303A | 08/08/2015 | Istra, Russia | Russia |  |  |  | N/A | Fatal(9) | Destroyed | Airplane |  | CESSNA | U206F | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 9 |  |  |  |  | MANEUVERING | Foreign |  | 
20150810X41947 | Accident | ERA15LA300 | 08/08/2015 | Hot Springs, VA | United States | 37.946666 | -79.843333 | HSP | INGALLS FIELD | Non-Fatal | Substantial | Airplane | N7506S | CESSNA | 182Q | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Preliminary | 08/19/2015 | 
20150903X94119 | Accident | CEN15LA398 | 08/08/2015 | Zeeland, MI | United States |  |  | None | Scott P. Headley | Non-Fatal | Destroyed | Powered Parachute | NONE | Buckeye | Dream Macine | No | 1 | Reciprocating | Part 103: Ultralight |  | Personal |  |  | 1 |  |  | VMC | MANEUVERING | Preliminary | 09/04/2015 | 
20150815X21709 | Accident | CEN15LA359 | 08/08/2015 | Albuquerque, NM | United States | 35.302222 | -107.156667 |  | N/A | Non-Fatal | Substantial | Airplane | N5982V | AEROS LTD | AEROS 2 |  | 1 | Reciprocating | Part 103: Ultralight |  | Personal |  |  | 2 |  |  | VMC | MANEUVERING | Preliminary | 08/17/2015 | 
20150810X22742 | Accident | CEN15LA343 | 08/08/2015 | Hartington, NE | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N5800R | CESSNA | 172G | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  | VMC | TAKEOFF | Preliminary | 08/13/2015 | 
20150812X63537 | Accident | WPR15LA239 | 08/07/2015 | South Lake Tahoe, NV | United States | 38.893333 | -120.004167 |  | N/A | Non-Fatal |  | Airplane | N204NN | EMBRAER | E175 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | Compass Airlines LLC (DBA: American Eagle) |  | 1 |  | 65 | VMC |  | Preliminary | 08/17/2015 | 
20150810X11953 | Accident | ERA15LA304 | 08/07/2015 | Danville, KY | United States | 37.577500 | -84.769445 | DVK | STUART POWELL FIELD | Non-Fatal | Substantial | Airplane | N740JB | BOARD JAMES A | ZENITH 601 HD | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 08/19/2015 | 
20150807X21627 | Accident | ERA15FA298 | 08/07/2015 | Montrose, PA | United States | 41.823889 | -75.877778 | PVT |  | Fatal(1) | Substantial | Airplane | N428YT | MCHUGH TONY | KITFOX MODEL 1 | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Preliminary | 08/21/2015 | 
20150807X03037 | Accident | ERA15FA297 | 08/07/2015 | Saranac Lake, NY | United States | 44.403333 | -74.203611 | SLK | Adirondack Regional Airport | Fatal(4) | Destroyed | Airplane | N819TB | PIPER | PA-46-500TP | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  | 4 |  |  |  | VMC | TAKEOFF | Preliminary | 08/11/2015 | 
20150811X15940 | Accident | CEN15CA348 | 08/07/2015 | Dover, WI | United States |  |  |  |  |  |  |  | N20KD | ROBINSON | R44 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150807X24307 | Accident | WPR15LA235 | 08/06/2015 | Bellingham, WA | United States | 48.787777 | -122.541944 | BLI | BELLINGHAM INTL | Non-Fatal | Substantial | Airplane | N917AB | CLEVELAND ALLAN B | NIEUPORT 11# | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Preliminary | 08/14/2015 | 
20150806X61202 | Accident | WPR15LA233 | 08/06/2015 | Hollister, CA | United States | 36.952778 | -121.463889 | 1C9 | FRAZIER LAKE AIRPARK | Fatal(1) | Substantial | Airplane | N48701 | RYAN AERONAUTICAL | ST3KR | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 1 | 1 |  | VMC | LANDING | Preliminary | 08/11/2015 | 
20150807X41741 | Accident | WPR15FA236 | 08/06/2015 | Montecito, CA | United States | 34.644444 | -119.538889 | SBP | SAN LUIS COUNTY RGNL | Fatal(2) | Substantial | Airplane | N5738F | CESSNA | 182F | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  | 2 |  |  |  | VMC |  | Preliminary | 08/13/2015 | 
20150807X84646 | Accident | ANC15FA062 | 08/06/2015 | Chugiak, AK | United States | 61.429167 | -149.560278 | BCV | BIRCHWOOD | Fatal(2) | Substantial | Airplane | N3675P | PIPER | PA 18-150 |  | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  |  | DESCENT | Preliminary | 08/12/2015 | 
20150806X61602 | Accident | GAA15CA215 | 08/05/2015 | Spanish Fork, UT | United States |  |  |  |  |  |  |  | N560JF | CESSNA | 560XL |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150806X32745 | Accident | CEN15WA339 | 08/05/2015 | Hundwil, Switzerland | Switzerland | 47.362778 | 9.325556 |  |  | Unavailable | Destroyed | Airplane |  | KITFOX | SERIES 7 | No | 1 | Reciprocating |  |  |  |  |  |  |  |  |  |  | Foreign |  | 
20150810X82655 | Accident | CEN15LA345 | 08/05/2015 | Nekoosa, WI | United States | 44.318056 | -89.968611 |  | N/A | Non-Fatal | Substantial | Airplane | N1539U | AIR TRACTOR INC | AT 401 |  |  |  | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 08/18/2015 | 
20150806X44006 | Accident | CEN15LA341 | 08/05/2015 | Atkinson, IL | United States | 41.411111 | -89.973334 |  | N/A | Unavailable | Destroyed | Helicopter | N9427F | HUGHES | 269B | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  |  | VMC |  | Preliminary | 08/19/2015 | 
20150804X22113 | Accident | WPR15LA230 | 08/04/2015 | Colusa, CA | United States | 39.383611 | -122.033611 |  | N/A | Non-Fatal | Substantial | Airplane | N48452 | GRUMMAN | G164 - B | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Preliminary | 08/05/2015 | 
20150817X93143 | Accident | GAA15CA226 | 08/04/2015 | Kingman, KS | United States |  |  |  |  |  |  |  | N1030S | STICK & RAG FLYING CLUB | CB 1 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150806X82855 | Accident | GAA15CA217 | 08/04/2015 | Whitefish, MT | United States |  |  |  |  |  |  |  | N43792 | MD HELICOPTER INC | 369E |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150806X65750 | Accident | GAA15CA216 | 08/04/2015 | Ellijay, GA | United States | 34.627500 | -84.526945 | 49A | GILMER COUNTY | Non-Fatal | Substantial | Airplane | N3568V | CESSNA | 150M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Factual | 09/09/2015 | 
20150811X70348 | Accident | CEN15WA349 | 08/04/2015 | La Blanca, Guatemala | Guatemala | 14.608611 | -92.134444 |  |  | Fatal(1) | Destroyed | Airplane |  | CESSNA | 172F | No |  |  |  |  |  |  | 1 |  |  |  |  | UNKNOWN | Foreign |  | 
20150805X31710 | Accident | CEN15LA336 | 08/04/2015 | Austin, TX | United States | 30.167778 | -97.640000 | AUS | AUSTIN-BERGSTROM INTL | Non-Fatal | Substantial | Airplane | N17544 | BEECH | A36 | No |  |  | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | UNKNOWN | Preliminary | 08/11/2015 | 
20150805X75232 | Incident | CEN15IA337 | 08/04/2015 | Denver, CO | United States |  |  | DEN | DENVER INTL | Incident | Minor | Airplane | N779SW | BOEING | 737 |  | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | Southwest Airlines |  |  | 1 | 145 | VMC |  | Preliminary | 08/17/2015 | 
20150803X32456 | Accident | WPR15LA229 | 08/03/2015 | Saint Ignatius, MT | United States | 47.300000 | -114.116667 |  | N/A | Non-Fatal | Substantial | Airplane | N235HM | CESSNA | TU206G | No |  |  | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Preliminary | 08/11/2015 | 
20150806X02755 | Accident | GAA15CA214 | 08/03/2015 | Miami, FL | United States |  |  |  |  |  |  |  | N6223D | CESSNA | 172N |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150805X95912 | Accident | ERA15LA296 | 08/03/2015 | Camden, AL | United States | 31.887500 | -87.055833 |  | N/A | Non-Fatal | Substantial | Helicopter | N4002G | BELL | 47G 3B 1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | LANDING | Preliminary | 08/13/2015 | 
20150807X60314 | Accident | WPR15LA237 | 08/02/2015 | American Falls, ID | United States | 42.705556 | -113.094444 |  | N/A | Non-Fatal | Substantial | Airplane | N7963C | PIPER | PA 28-181 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC |  | Preliminary | 08/11/2015 | 
20150804X20736 | Accident | WPR15LA232 | 08/02/2015 | Logan, UT | United States | 41.800278 | -111.753889 |  |  | Non-Fatal | Substantial | Glider | N20YZ | SCHLEICHER | ASW 20B | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | MANEUVERING | Preliminary | 08/24/2015 | 
20150802X13200 | Accident | WPR15LA228 | 08/02/2015 | Hubbard, OR | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N234S | HUDSON | ZODIAC CH 601 XLB | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | APPROACH | Preliminary | 08/05/2015 | 
20150804X75800 | Accident | GAA15CA212 | 08/02/2015 | Reidsville, NC | United States | 36.435277 | -79.846389 | SIF | ROCKINGHAM COUNTY NC SHILOH | Non-Fatal | Substantial | Weight-Shift | N5142U | MAIN AIR | RAPIER | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | LANDING | Factual | 09/04/2015 | 
20150806X33313 | Accident | CEN15CA340 | 08/02/2015 | Albuquerque, NM | United States | 35.201111 | -106.677223 |  | N/A | Non-Fatal |  | Balloon | N787TC | THUNDER & COLT | AX8 105S2 | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  | 1 | VMC | LANDING | Probable Cause | 09/11/2015 | 
20150801X00424 | Accident | WPR15LA226 | 08/01/2015 | Selma, CA | United States | 36.340000 | -119.657222 | 0Q4 | Selma | Non-Fatal | Substantial | Airplane | N49153 | TAYLORCRAFT | DCO 65 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 1 | VMC | TAKEOFF | Preliminary | 08/11/2015 | 
20150801X13320 | Accident | WPR15FA227 | 08/01/2015 | Santa Paula, CA | United States | 34.340555 | -119.013333 | KSZP | Santa Paula | Fatal(1) | Substantial | Airplane | N4CU | CESSNA | P337 -G | No |  |  | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | TAKEOFF | Preliminary | 08/06/2015 | 
20150803X63017 | Accident | ERA15LA294 | 08/01/2015 | Reading, PA | United States | 40.460556 | -76.051111 |  | N/A | Non-Fatal | Substantial | Airplane | N6566D | COMMANDER AIRCRAFT CO | 114 B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Preliminary | 08/24/2015 | 
20150803X51616 | Accident | ERA15LA293 | 08/01/2015 | Georgetown, KY | United States | 38.228334 | -84.436389 | 27K | GEORGETOWN SCOTT COUNTY - MARS | Non-Fatal | Substantial | Airplane | N257CQ | BEECH | C90B | No | 2 | Turbo Prop | Part 91: General Aviation |  | Personal |  |  | 2 | 2 |  | VMC | CRUISE | Preliminary | 08/19/2015 | 
20150805X04831 | Accident | CEN15LA335 | 08/01/2015 | Virden, IL | United States | 39.516667 | -89.876111 | 25IL | HOLZWARTH FLYING SERVICE | Non-Fatal | Substantial | Airplane | N502LH | AIR TRACTOR INC | AT 502B | No |  | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 08/10/2015 | 
20150803X50048 | Accident | CEN15LA333 | 08/01/2015 | Watertown, WI | United States | 43.165833 | -88.719445 | KRYV | Watertown Municipal | Non-Fatal | Substantial | Airplane | N1685R | CESSNA | 182 | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  |  | APPROACH | Preliminary | 08/04/2015 | 
20150801X55314 | Accident | CEN15FA331 | 08/01/2015 | Wilmont, AR | United States | 33.082223 | -91.460833 |  | N/A | Fatal(1) | Substantial | Airplane | N6007N | AIR TRACTOR INC | AT 602 | No |  |  | Part 137: Agricultural |  | Aerial Observation |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 08/10/2015 | 
20150817X70921 | Accident | GAA15LA225 | 07/31/2015 | Peoria, AZ | United States | 33.753333 | -112.255833 |  | N/A | Non-Fatal |  | Balloon | N57EX | ULTRAMAGIC | N250 - NO SERIES | No |  |  | Part 91: General Aviation |  | Business |  |  | 1 |  | 10 | VMC | OTHER | Preliminary | 08/26/2015 | 
20150806X24419 | Incident | DCA15WA163 | 07/31/2015 | St Georges sur Meuse, Belgium | Belgium |  |  |  |  | Incident | Minor | Airplane |  | BOEING | 737 - 4Q8 | No |  |  |  |  |  |  |  |  |  |  |  | APPROACH | Foreign |  | 
20150803X62705 | Accident | GAA15CA209 | 07/30/2015 | Tallahassee, FL | United States |  |  |  |  |  |  |  | N93582 | BELLANCA | 17 30A |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150803X70325 | Accident | GAA15CA210 | 07/29/2015 | Jackpot, NV | United States | 41.974723 | -114.657778 | 06U | JACKPOT/HAYDEN FIELD | Non-Fatal | Substantial | Airplane | N991RK | EXPERIMENTAL AMAT BUILT | KITFOX III | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual | 09/09/2015 | 
20150730X12436 | Accident | GAA15CA204 | 07/29/2015 | Tuscon, AZ | United States |  |  |  |  |  |  |  | N6095U | EUROCOPTER | AS 350 B2 ECUREUIL |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150729X23324 | Accident | ERA15LA291 | 07/29/2015 | Winchendon, MA | United States | 42.681111 | -72.049166 |  | N/A | Non-Fatal | Substantial | Helicopter | N285XE | SONTONASTASO | MOSQUITO | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Preliminary | 08/27/2015 | 
20150729X12539 | Accident | CEN15FA328 | 07/29/2015 | Milwaukee, WI | United States | 43.112222 | -88.039444 | MWC | Lawrence J Timmerman Airport | Fatal(2) | Destroyed | Airplane | N425KJ | SOCATA | TBM 700 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Preliminary | 08/10/2015 | 
20150729X61149 | Accident | CEN15LA326 | 07/28/2015 | Hector, MN | United States | 44.731111 | -94.711667 |  | N/A | Non-Fatal | Substantial | Airplane | N8806B | EAGLE AIRCRAFT CO | EAGLE DW 1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Application |  |  |  |  | 1 | VMC | APPROACH | Preliminary | 09/04/2015 | 
